Gender,Rate,Age Next Birthday,Loan Term,Premium Rate
M,0.03,49,6,17.33
M,0.03,50,6,19.22
M,0.03,51,6,21.36
M,0.03,52,6,23.17
M,0.03,53,6,25.29
M,0.03,54,6,27.76
M,0.03,55,6,30.09
M,0.03,56,6,37.16
M,0.03,57,6,42.71
M,0.03,58,6,48.61
M,0.03,59,6,54.73
M,0.03,60,6,64.40
M,0.03,61,6,74.78
M,0.03,62,6,101.09
M,0.03,63,6,139.95
M,0.03,64,6,225.67
M,0.03,65,6,123.96
F,0.04,20,6,4.64
F,0.04,21,6,4.64
F,0.04,22,6,4.64
F,0.04,23,6,4.64
F,0.04,24,6,4.64
F,0.04,25,6,4.64
F,0.04,26,6,4.64
F,0.04,27,6,4.65
F,0.04,28,6,4.66
F,0.04,29,6,4.67
F,0.04,30,6,4.68
F,0.04,31,6,4.70
F,0.04,32,6,4.71
F,0.04,33,6,4.73
F,0.04,34,6,4.75
F,0.04,35,6,4.77
F,0.04,36,6,4.78
F,0.04,37,6,4.99
F,0.04,38,6,5.47
F,0.04,39,6,6.02
F,0.04,40,6,6.70
F,0.04,41,6,7.45
F,0.04,42,6,8.19
F,0.04,43,6,8.95
F,0.04,44,6,9.14
F,0.04,45,6,9.33
F,0.04,46,6,10.40
F,0.04,47,6,10.84
F,0.04,48,6,11.44
F,0.04,49,6,13.82
F,0.04,50,6,14.89
F,0.04,51,6,16.16
F,0.04,52,6,17.74
F,0.04,53,6,19.56
F,0.04,54,6,21.62
F,0.04,55,6,24.16
F,0.04,56,6,27.04
F,0.04,57,6,27.76
F,0.04,58,6,28.90
F,0.04,59,6,35.03
F,0.04,60,6,37.35
F,0.04,61,6,51.70
F,0.04,62,6,74.28
F,0.04,63,6,107.34
F,0.04,64,6,154.61
F,0.04,65,6,79.04
F,0.03,20,6,4.60
F,0.03,21,6,4.60
F,0.03,22,6,4.60
F,0.03,23,6,4.60
F,0.03,24,6,4.60
F,0.03,25,6,4.60
F,0.03,26,6,4.60
F,0.03,27,6,4.61
F,0.03,28,6,4.62
F,0.03,29,6,4.63
F,0.03,30,6,4.64
F,0.03,31,6,4.66
F,0.03,32,6,4.67
F,0.03,33,6,4.69
F,0.03,34,6,4.71
F,0.03,35,6,4.73
F,0.03,36,6,4.74
F,0.03,37,6,4.94
F,0.03,38,6,5.41
F,0.03,39,6,5.96
F,0.03,40,6,6.63
F,0.03,41,6,7.37
F,0.03,42,6,8.10
F,0.03,43,6,8.87
F,0.03,44,6,9.05
F,0.03,45,6,9.23
F,0.03,46,6,10.29
F,0.03,47,6,10.72
F,0.03,48,6,11.30
F,0.03,49,6,13.64
F,0.03,50,6,14.71
F,0.03,51,6,15.96
F,0.03,52,6,17.50
F,0.03,53,6,19.31
F,0.03,54,6,21.35
F,0.03,55,6,23.85
F,0.03,56,6,26.70
F,0.03,57,6,27.39
F,0.03,58,6,28.47
F,0.03,59,6,34.51
F,0.03,60,6,36.76
F,0.03,61,6,51.00
F,0.03,62,6,73.50
F,0.03,63,6,106.53
F,0.03,64,6,153.88
F,0.03,65,6,78.83
M,0.04,20,7,4.77
M,0.04,21,7,4.77
M,0.04,22,7,4.77
M,0.04,23,7,4.77
M,0.04,24,7,4.77
M,0.04,25,7,4.77
M,0.04,26,7,5.11
M,0.04,27,7,5.11
M,0.04,28,7,5.11
M,0.04,29,7,5.11
M,0.04,30,7,5.11
M,0.04,31,7,5.11
M,0.04,32,7,5.11
M,0.04,33,7,5.11
M,0.04,34,7,5.25
M,0.04,35,7,5.41
M,0.04,36,7,5.90
M,0.04,37,7,6.47
M,0.04,38,7,7.14
M,0.04,39,7,7.94
M,0.04,40,7,8.61
M,0.04,41,7,8.73
M,0.04,42,7,8.93
M,0.04,43,7,9.14
M,0.04,44,7,9.79
M,0.04,45,7,10.60
M,0.04,46,7,13.23
M,0.04,47,7,14.47
M,0.04,48,7,15.92
M,0.04,49,7,17.62
M,0.04,50,7,19.57
M,0.04,51,7,21.78
M,0.04,52,7,23.72
M,0.04,53,7,25.99
M,0.04,54,7,28.59
M,0.04,55,7,31.07
M,0.04,56,7,38.41
M,0.04,57,7,44.01
M,0.04,58,7,49.97
M,0.04,59,7,55.92
M,0.04,60,7,74.77
M,0.04,61,7,84.42
M,0.04,62,7,110.12
M,0.04,63,7,148.32
M,0.04,64,7,233.83
M,0.04,65,7,125.73
M,0.03,20,7,4.71
M,0.03,21,7,4.71
M,0.03,22,7,4.71
M,0.03,23,7,4.71
M,0.03,24,7,4.71
M,0.03,25,7,4.71
M,0.03,26,7,5.05
M,0.03,27,7,5.05
M,0.03,28,7,5.05
M,0.03,29,7,5.05
M,0.03,30,7,5.05
M,0.03,31,7,5.05
M,0.03,32,7,5.05
M,0.03,33,7,5.05
M,0.03,34,7,5.20
M,0.03,35,7,5.35
M,0.03,36,7,5.82
M,0.03,37,7,6.39
M,0.03,38,7,7.05
M,0.03,39,7,7.83
M,0.03,40,7,8.52
M,0.03,41,7,8.61
M,0.03,42,7,8.81
M,0.03,43,7,9.00
M,0.03,44,7,9.64
M,0.03,45,7,10.43
M,0.03,46,7,13.03
M,0.03,47,7,14.24
M,0.03,48,7,15.67
M,0.03,49,7,17.34
M,0.03,50,7,19.25
M,0.03,51,7,21.43
M,0.03,52,7,23.33
M,0.03,53,7,25.56
M,0.03,54,7,28.12
M,0.03,55,7,30.51
M,0.03,56,7,37.67
M,0.03,57,7,43.14
M,0.03,58,7,48.95
M,0.03,59,7,54.79
M,0.03,60,7,73.61
M,0.03,61,7,83.17
M,0.03,62,7,108.87
M,0.03,63,7,147.18
M,0.03,64,7,232.85
M,0.03,65,7,125.44
F,0.04,20,7,4.50
F,0.04,21,7,4.50
F,0.04,22,7,4.50
F,0.04,23,7,4.50
F,0.04,24,7,4.50
F,0.04,25,7,4.50
F,0.04,26,7,4.50
F,0.04,27,7,4.51
F,0.04,28,7,4.52
F,0.04,29,7,4.53
F,0.04,30,7,4.53
F,0.04,31,7,4.54
F,0.04,32,7,4.56
F,0.04,33,7,4.57
F,0.04,34,7,4.58
F,0.04,35,7,4.60
F,0.04,36,7,4.61
F,0.04,37,7,4.96
F,0.04,38,7,5.41
F,0.04,39,7,5.95
F,0.04,40,7,6.57
F,0.04,41,7,7.30
F,0.04,42,7,8.05
F,0.04,43,7,8.68
F,0.04,44,7,8.74
F,0.04,45,7,9.20
F,0.04,46,7,10.28
F,0.04,47,7,10.67
F,0.04,48,7,11.20
F,0.04,49,7,13.56
F,0.04,50,7,14.51
F,0.04,51,7,15.66
F,0.04,52,7,17.04
F,0.04,53,7,18.65
F,0.04,54,7,20.47
F,0.04,55,7,22.97
F,0.04,56,7,25.84
F,0.04,57,7,27.25
F,0.04,58,7,29.08
F,0.04,59,7,36.07
F,0.04,60,7,47.39
F,0.04,61,7,61.24
F,0.04,62,7,83.07
F,0.04,63,7,113.19
F,0.04,64,7,161.66
F,0.04,65,7,81.48
F,0.03,20,7,4.44
F,0.03,21,7,4.44
F,0.03,22,7,4.44
F,0.03,23,7,4.44
F,0.03,24,7,4.44
F,0.03,25,7,4.44
F,0.03,26,7,4.44
F,0.03,27,7,4.45
F,0.03,28,7,4.46
F,0.03,29,7,4.47
F,0.03,30,7,4.47
F,0.03,31,7,4.48
F,0.03,32,7,4.50
F,0.03,33,7,4.51
F,0.03,34,7,4.52
F,0.03,35,7,4.54
F,0.03,36,7,4.55
F,0.03,37,7,4.91
F,0.03,38,7,5.35
F,0.03,39,7,5.87
F,0.03,40,7,6.49
F,0.03,41,7,7.21
F,0.03,42,7,7.94
F,0.03,43,7,8.59
F,0.03,44,7,8.62
F,0.03,45,7,9.08
F,0.03,46,7,10.14
F,0.03,47,7,10.52
F,0.03,48,7,11.03
F,0.03,49,7,13.36
F,0.03,50,7,14.29
F,0.03,51,7,15.43
F,0.03,52,7,16.79
F,0.03,53,7,18.37
F,0.03,54,7,20.17
F,0.03,55,7,22.63
F,0.03,56,7,25.44
F,0.03,57,7,26.81
F,0.03,58,7,28.59
F,0.03,59,7,35.45
F,0.03,60,7,46.64
F,0.03,61,7,60.43
F,0.03,62,7,82.21
F,0.03,63,7,112.34
F,0.03,64,7,160.91
F,0.03,65,7,81.27
M,0.04,20,8,4.69
M,0.04,21,8,4.69
M,0.04,22,8,4.69
M,0.04,23,8,4.69
M,0.04,24,8,4.69
M,0.04,25,8,4.69
M,0.04,26,8,5.01
M,0.04,27,8,5.01
M,0.04,28,8,5.01
M,0.04,29,8,5.01
M,0.04,30,8,5.01
M,0.04,31,8,5.01
M,0.04,32,8,5.01
M,0.04,33,8,5.19
M,0.04,34,8,5.37
M,0.04,35,8,5.56
M,0.04,36,8,6.05
M,0.04,37,8,6.60
M,0.04,38,8,7.24
M,0.04,39,8,7.98
M,0.04,40,8,8.56
M,0.04,41,8,8.67
M,0.04,42,8,8.87
M,0.04,43,8,9.09
M,0.04,44,8,9.77
M,0.04,45,8,10.61
M,0.04,46,8,13.32
M,0.04,47,8,14.62
M,0.04,48,8,16.12
M,0.04,49,8,17.88
M,0.04,50,8,19.88
M,0.04,51,8,22.17
M,0.04,52,8,24.23
M,0.04,53,8,26.64
M,0.04,54,8,29.37
M,0.04,55,8,31.98
M,0.04,56,8,39.54
M,0.04,57,8,45.17
M,0.04,58,8,51.16
M,0.04,59,8,65.19
M,0.04,60,8,83.31
M,0.04,61,8,90.81
M,0.04,62,8,116.10
M,0.04,63,8,153.94
M,0.04,64,8,239.42
M,0.04,65,8,127.20
M,0.03,20,8,4.63
M,0.03,21,8,4.63
M,0.03,22,8,4.63
M,0.03,23,8,4.63
M,0.03,24,8,4.63
M,0.03,25,8,4.63
M,0.03,26,8,4.95
M,0.03,27,8,4.95
M,0.03,28,8,4.95
M,0.03,29,8,4.95
M,0.03,30,8,4.95
M,0.03,31,8,4.95
M,0.03,32,8,4.95
M,0.03,33,8,5.12
M,0.03,34,8,5.30
M,0.03,35,8,5.48
M,0.03,36,8,5.97
M,0.03,37,8,6.50
M,0.03,38,8,7.12
M,0.03,39,8,7.87
M,0.03,40,8,8.44
M,0.03,41,8,8.53
M,0.03,42,8,8.73
M,0.03,43,8,8.93
M,0.03,44,8,9.59
M,0.03,45,8,10.41
M,0.03,46,8,13.08
M,0.03,47,8,14.34
M,0.03,48,8,15.82
M,0.03,49,8,17.54
M,0.03,50,8,19.51
M,0.03,51,8,21.75
M,0.03,52,8,23.78
M,0.03,53,8,26.13
M,0.03,54,8,28.82
M,0.03,55,8,31.32
M,0.03,56,8,38.72
M,0.03,57,8,44.18
M,0.03,58,8,50.02
M,0.03,59,8,63.82
M,0.03,60,8,82.06
M,0.03,61,8,89.45
M,0.03,62,8,114.80
M,0.03,63,8,152.75
M,0.03,64,8,238.42
M,0.03,65,8,126.93
F,0.04,20,8,4.38
F,0.04,21,8,4.38
F,0.04,22,8,4.38
F,0.04,23,8,4.38
F,0.04,24,8,4.38
F,0.04,25,8,4.38
F,0.04,26,8,4.38
F,0.04,27,8,4.39
F,0.04,28,8,4.40
F,0.04,29,8,4.41
F,0.04,30,8,4.42
F,0.04,31,8,4.42
F,0.04,32,8,4.43
F,0.04,33,8,4.44
F,0.04,34,8,4.45
F,0.04,35,8,4.46
F,0.04,36,8,4.68
F,0.04,37,8,5.00
F,0.04,38,8,5.41
F,0.04,39,8,5.91
F,0.04,40,8,6.52
F,0.04,41,8,7.23
F,0.04,42,8,7.98
F,0.04,43,8,8.57
F,0.04,44,8,8.69
F,0.04,45,8,9.17
F,0.04,46,8,10.27
F,0.04,47,8,10.60
F,0.04,48,8,11.10
F,0.04,49,8,13.46
F,0.04,50,8,14.33
F,0.04,51,8,15.34
F,0.04,52,8,16.54
F,0.04,53,8,17.95
F,0.04,54,8,19.55
F,0.04,55,8,22.04
F,0.04,56,8,24.92
F,0.04,57,8,27.07
F,0.04,58,8,29.69
F,0.04,59,8,43.95
F,0.04,60,8,55.07
F,0.04,61,8,68.69
F,0.04,62,8,90.02
F,0.04,63,8,118.13
F,0.04,64,8,167.47
F,0.04,65,8,83.92
F,0.03,20,8,4.32
F,0.03,21,8,4.32
F,0.03,22,8,4.32
F,0.03,23,8,4.32
F,0.03,24,8,4.32
F,0.03,25,8,4.32
F,0.03,26,8,4.32
F,0.03,27,8,4.33
F,0.03,28,8,4.34
F,0.03,29,8,4.35
F,0.03,30,8,4.36
F,0.03,31,8,4.36
F,0.03,32,8,4.37
F,0.03,33,8,4.38
F,0.03,34,8,4.39
F,0.03,35,8,4.40
F,0.03,36,8,4.61
F,0.03,37,8,4.93
F,0.03,38,8,5.33
F,0.03,39,8,5.83
F,0.03,40,8,6.42
F,0.03,41,8,7.11
F,0.03,42,8,7.87
F,0.03,43,8,8.45
F,0.03,44,8,8.55
F,0.03,45,8,9.03
F,0.03,46,8,10.11
F,0.03,47,8,10.42
F,0.03,48,8,10.90
F,0.03,49,8,13.22
F,0.03,50,8,14.06
F,0.03,51,8,15.06
F,0.03,52,8,16.24
F,0.03,53,8,17.63
F,0.03,54,8,19.21
F,0.03,55,8,21.66
F,0.03,56,8,24.47
F,0.03,57,8,26.56
F,0.03,58,8,29.10
F,0.03,59,8,43.17
F,0.03,60,8,54.21
F,0.03,61,8,67.78
F,0.03,62,8,89.11
F,0.03,63,8,117.25
F,0.03,64,8,166.71
F,0.03,65,8,83.71
M,0.04,20,9,4.64
M,0.04,21,9,4.64
M,0.04,22,9,4.64
M,0.04,23,9,4.64
M,0.04,24,9,4.64
M,0.04,25,9,4.64
M,0.04,26,9,4.94
M,0.04,27,9,4.94
M,0.04,28,9,4.94
M,0.04,29,9,4.94
M,0.04,30,9,4.94
M,0.04,31,9,4.94
M,0.04,32,9,4.95
M,0.04,33,9,5.16
M,0.04,34,9,5.38
M,0.04,35,9,5.60
M,0.04,36,9,6.28
M,0.04,37,9,6.77
M,0.04,38,9,7.36
M,0.04,39,9,8.08
M,0.04,40,9,8.56
M,0.04,41,9,8.67
M,0.04,42,9,8.90
M,0.04,43,9,9.14
M,0.04,44,9,9.85
M,0.04,45,9,10.71
M,0.04,46,9,13.54
M,0.04,47,9,14.88
M,0.04,48,9,16.46
M,0.04,49,9,18.27
M,0.04,50,9,20.37
M,0.04,51,9,22.75
M,0.04,52,9,24.96
M,0.04,53,9,27.51
M,0.04,54,9,30.42
M,0.04,55,9,33.16
M,0.04,56,9,41.01
M,0.04,57,9,46.68
M,0.04,58,9,59.04
M,0.04,59,9,72.31
M,0.04,60,9,89.75
M,0.04,61,9,95.59
M,0.04,62,9,120.69
M,0.04,63,9,158.34
M,0.04,64,9,243.90
M,0.04,65,9,128.69
M,0.03,20,9,4.59
M,0.03,21,9,4.59
M,0.03,22,9,4.59
M,0.03,23,9,4.59
M,0.03,24,9,4.59
M,0.03,25,9,4.59
M,0.03,26,9,4.89
M,0.03,27,9,4.89
M,0.03,28,9,4.89
M,0.03,29,9,4.89
M,0.03,30,9,4.89
M,0.03,31,9,4.89
M,0.03,32,9,4.89
M,0.03,33,9,5.09
M,0.03,34,9,5.30
M,0.03,35,9,5.51
M,0.03,36,9,6.17
M,0.03,37,9,6.66
M,0.03,38,9,7.23
M,0.03,39,9,7.94
M,0.03,40,9,8.42
M,0.03,41,9,8.51
M,0.03,42,9,8.73
M,0.03,43,9,8.95
M,0.03,44,9,9.64
M,0.03,45,9,10.48
M,0.03,46,9,13.25
M,0.03,47,9,14.56
M,0.03,48,9,16.11
M,0.03,49,9,17.89
M,0.03,50,9,19.93
M,0.03,51,9,22.27
M,0.03,52,9,24.43
M,0.03,53,9,26.93
M,0.03,54,9,29.78
M,0.03,55,9,32.40
M,0.03,56,9,40.06
M,0.03,57,9,45.58
M,0.03,58,9,57.68
M,0.03,59,9,70.75
M,0.03,60,9,88.39
M,0.03,61,9,94.18
M,0.03,62,9,119.35
M,0.03,63,9,157.14
M,0.03,64,9,242.89
M,0.03,65,9,128.41
F,0.04,20,9,4.30
F,0.04,21,9,4.30
F,0.04,22,9,4.30
F,0.04,23,9,4.30
F,0.04,24,9,4.30
F,0.04,25,9,4.30
F,0.04,26,9,4.30
F,0.04,27,9,4.31
F,0.04,28,9,4.31
F,0.04,29,9,4.32
F,0.04,30,9,4.33
F,0.04,31,9,4.33
F,0.04,32,9,4.34
F,0.04,33,9,4.34
F,0.04,34,9,4.35
F,0.04,35,9,4.36
F,0.04,36,9,4.78
F,0.04,37,9,5.08
F,0.04,38,9,5.47
F,0.04,39,9,5.95
F,0.04,40,9,6.53
F,0.04,41,9,7.21
F,0.04,42,9,7.99
F,0.04,43,9,8.54
F,0.04,44,9,8.70
F,0.04,45,9,9.20
F,0.04,46,9,10.33
F,0.04,47,9,10.63
F,0.04,48,9,11.08
F,0.04,49,9,13.49
F,0.04,50,9,14.24
F,0.04,51,9,15.17
F,0.04,52,9,16.17
F,0.04,53,9,17.37
F,0.04,54,9,18.79
F,0.04,55,9,21.29
F,0.04,56,9,24.21
F,0.04,57,9,27.13
F,0.04,58,9,35.07
F,0.04,59,9,50.10
F,0.04,60,9,61.17
F,0.04,61,9,74.73
F,0.04,62,9,95.77
F,0.04,63,9,122.45
F,0.04,64,9,172.46
F,0.04,65,9,86.38
F,0.03,20,9,4.25
F,0.03,21,9,4.25
F,0.03,22,9,4.25
F,0.03,23,9,4.25
F,0.03,24,9,4.25
F,0.03,25,9,4.25
F,0.03,26,9,4.25
F,0.03,27,9,4.26
F,0.03,28,9,4.26
F,0.03,29,9,4.27
F,0.03,30,9,4.28
F,0.03,31,9,4.28
F,0.03,32,9,4.29
F,0.03,33,9,4.29
F,0.03,34,9,4.30
F,0.03,35,9,4.30
F,0.03,36,9,4.71
F,0.03,37,9,5.00
F,0.03,38,9,5.38
F,0.03,39,9,5.84
F,0.03,40,9,6.42
F,0.03,41,9,7.08
F,0.03,42,9,7.85
F,0.03,43,9,8.40
F,0.03,44,9,8.54
F,0.03,45,9,9.03
F,0.03,46,9,10.14
F,0.03,47,9,10.42
F,0.03,48,9,10.85
F,0.03,49,9,13.20
F,0.03,50,9,13.94
F,0.03,51,9,14.85
F,0.03,52,9,15.84
F,0.03,53,9,17.02
F,0.03,54,9,18.42
F,0.03,55,9,20.86
F,0.03,56,9,23.71
F,0.03,57,9,26.55
F,0.03,58,9,34.34
F,0.03,59,9,49.19
F,0.03,60,9,60.21
F,0.03,61,9,73.77
F,0.03,62,9,94.82
F,0.03,63,9,121.55
F,0.03,64,9,171.69
F,0.03,65,9,86.16
M,0.04,20,10,4.63
M,0.04,21,10,4.63
M,0.04,22,10,4.63
M,0.04,23,10,4.63
M,0.04,24,10,4.63
M,0.04,25,10,4.63
M,0.04,26,10,4.91
M,0.04,27,10,4.91
M,0.04,28,10,4.91
M,0.04,29,10,4.91
M,0.04,30,10,4.91
M,0.04,31,10,4.91
M,0.04,32,10,5.10
M,0.04,33,10,5.33
M,0.04,34,10,5.60
M,0.04,35,10,5.84
M,0.04,36,10,6.53
M,0.04,37,10,6.98
M,0.04,38,10,7.55
M,0.04,39,10,8.24
M,0.04,40,10,8.63
M,0.04,41,10,8.73
M,0.04,42,10,8.98
M,0.04,43,10,9.24
M,0.04,44,10,9.99
M,0.04,45,10,10.90
M,0.04,46,10,13.83
M,0.04,47,10,15.24
M,0.04,48,10,16.91
M,0.04,49,10,18.81
M,0.04,50,10,20.99
M,0.04,51,10,23.46
M,0.04,52,10,25.84
M,0.04,53,10,28.57
M,0.04,54,10,31.66
M,0.04,55,10,34.54
M,0.04,56,10,42.72
M,0.04,57,10,53.57
M,0.04,58,10,65.21
M,0.04,59,10,77.91
M,0.04,60,10,91.17
M,0.04,61,10,99.29
M,0.04,62,10,124.30
M,0.04,63,10,161.89
M,0.04,64,10,247.62
M,0.04,65,10,130.17
M,0.03,20,10,4.56
M,0.03,21,10,4.56
M,0.03,22,10,4.56
M,0.03,23,10,4.56
M,0.03,24,10,4.56
M,0.03,25,10,4.56
M,0.03,26,10,4.84
M,0.03,27,10,4.84
M,0.03,28,10,4.84
M,0.03,29,10,4.84
M,0.03,30,10,4.84
M,0.03,31,10,4.84
M,0.03,32,10,5.02
M,0.03,33,10,5.25
M,0.03,34,10,5.49
M,0.03,35,10,5.73
M,0.03,36,10,6.40
M,0.03,37,10,6.85
M,0.03,38,10,7.40
M,0.03,39,10,8.07
M,0.03,40,10,8.47
M,0.03,41,10,8.55
M,0.03,42,10,8.78
M,0.03,43,10,9.02
M,0.03,44,10,9.75
M,0.03,45,10,10.63
M,0.03,46,10,13.50
M,0.03,47,10,14.88
M,0.03,48,10,16.51
M,0.03,49,10,18.36
M,0.03,50,10,20.50
M,0.03,51,10,22.91
M,0.03,52,10,25.23
M,0.03,53,10,27.90
M,0.03,54,10,30.92
M,0.03,55,10,33.71
M,0.03,56,10,41.65
M,0.03,57,10,52.28
M,0.03,58,10,63.72
M,0.03,59,10,76.22
M,0.03,60,10,89.76
M,0.03,61,10,97.82
M,0.03,62,10,122.94
M,0.03,63,10,160.68
M,0.03,64,10,246.59
M,0.03,65,10,129.89
F,0.04,20,10,4.26
F,0.04,21,10,4.26
F,0.04,22,10,4.26
F,0.04,23,10,4.26
F,0.04,24,10,4.26
F,0.04,25,10,4.26
F,0.04,26,10,4.26
F,0.04,27,10,4.26
F,0.04,28,10,4.27
F,0.04,29,10,4.27
F,0.04,30,10,4.28
F,0.04,31,10,4.28
F,0.04,32,10,4.28
F,0.04,33,10,4.28
F,0.04,34,10,4.28
F,0.04,35,10,4.47
F,0.04,36,10,4.90
F,0.04,37,10,5.19
F,0.04,38,10,5.56
F,0.04,39,10,6.01
F,0.04,40,10,6.56
F,0.04,41,10,7.23
F,0.04,42,10,8.04
F,0.04,43,10,8.56
F,0.04,44,10,8.79
F,0.04,45,10,9.30
F,0.04,46,10,10.46
F,0.04,47,10,10.72
F,0.04,48,10,11.15
F,0.04,49,10,13.59
F,0.04,50,10,14.24
F,0.04,51,10,15.08
F,0.04,52,10,15.91
F,0.04,53,10,16.92
F,0.04,54,10,18.12
F,0.04,55,10,20.66
F,0.04,56,10,23.66
F,0.04,57,10,30.90
F,0.04,58,10,39.20
F,0.04,59,10,55.02
F,0.04,60,10,66.17
F,0.04,61,10,79.79
F,0.04,62,10,100.63
F,0.04,63,10,126.34
F,0.04,64,10,176.86
F,0.04,65,10,88.81
F,0.03,20,10,4.19
F,0.03,21,10,4.19
F,0.03,22,10,4.19
F,0.03,23,10,4.19
F,0.03,24,10,4.19
F,0.03,25,10,4.19
F,0.03,26,10,4.19
F,0.03,27,10,4.19
F,0.03,28,10,4.20
F,0.03,29,10,4.20
F,0.03,30,10,4.21
F,0.03,31,10,4.21
F,0.03,32,10,4.21
F,0.03,33,10,4.21
F,0.03,34,10,4.21
F,0.03,35,10,4.39
F,0.03,36,10,4.82
F,0.03,37,10,5.08
F,0.03,38,10,5.45
F,0.03,39,10,5.88
F,0.03,40,10,6.43
F,0.03,41,10,7.08
F,0.03,42,10,7.87
F,0.03,43,10,8.40
F,0.03,44,10,8.61
F,0.03,45,10,9.10
F,0.03,46,10,10.24
F,0.03,47,10,10.48
F,0.03,48,10,10.88
F,0.03,49,10,13.26
F,0.03,50,10,13.90
F,0.03,51,10,14.72
F,0.03,52,10,15.53
F,0.03,53,10,16.54
F,0.03,54,10,17.72
F,0.03,55,10,20.18
F,0.03,56,10,23.10
F,0.03,57,10,30.21
F,0.03,58,10,38.39
F,0.03,59,10,54.02
F,0.03,60,10,65.15
F,0.03,61,10,78.78
F,0.03,62,10,99.66
F,0.03,63,10,125.43
F,0.03,64,10,176.08
F,0.03,65,10,88.60
M,0.04,20,11,5.04
M,0.04,21,11,5.04
M,0.04,22,11,5.04
M,0.04,23,11,5.04
M,0.04,24,11,5.04
M,0.04,25,11,5.04
M,0.04,26,11,5.30
M,0.04,27,11,5.30
M,0.04,28,11,5.30
M,0.04,29,11,5.30
M,0.04,30,11,5.44
M,0.04,31,11,5.44
M,0.04,32,11,5.73
M,0.04,33,11,6.01
M,0.04,34,11,6.32
M,0.04,35,11,6.67
M,0.04,36,11,7.33
M,0.04,37,11,7.94
M,0.04,38,11,8.67
M,0.04,39,11,8.83
M,0.04,40,11,9.07
M,0.04,41,11,10.25
M,0.04,42,11,10.58
M,0.04,43,11,10.91
M,0.04,44,11,11.78
M,0.04,45,11,12.77
M,0.04,46,11,15.99
M,0.04,47,11,17.63
M,0.04,48,11,19.50
M,0.04,49,11,21.61
M,0.04,50,11,24.24
M,0.04,51,11,27.18
M,0.04,52,11,30.11
M,0.04,53,11,33.44
M,0.04,54,11,36.91
M,0.04,55,11,40.73
M,0.04,56,11,49.32
M,0.04,57,11,59.67
M,0.04,58,11,70.86
M,0.04,59,11,83.16
M,0.04,60,11,91.88
M,0.04,61,11,102.92
M,0.04,62,11,127.59
M,0.04,63,11,164.86
M,0.04,64,11,250.42
M,0.04,65,11,130.89
M,0.03,20,11,4.97
M,0.03,21,11,4.97
M,0.03,22,11,4.97
M,0.03,23,11,4.97
M,0.03,24,11,4.97
M,0.03,25,11,4.97
M,0.03,26,11,5.23
M,0.03,27,11,5.23
M,0.03,28,11,5.23
M,0.03,29,11,5.23
M,0.03,30,11,5.35
M,0.03,31,11,5.35
M,0.03,32,11,5.63
M,0.03,33,11,5.91
M,0.03,34,11,6.19
M,0.03,35,11,6.47
M,0.03,36,11,7.06
M,0.03,37,11,7.57
M,0.03,38,11,7.76
M,0.03,39,11,8.29
M,0.03,40,11,8.89
M,0.03,41,11,9.73
M,0.03,42,11,9.75
M,0.03,43,11,10.53
M,0.03,44,11,11.48
M,0.03,45,11,12.44
M,0.03,46,11,15.59
M,0.03,47,11,17.20
M,0.03,48,11,19.03
M,0.03,49,11,21.09
M,0.03,50,11,23.66
M,0.03,51,11,26.55
M,0.03,52,11,29.42
M,0.03,53,11,32.67
M,0.03,54,11,36.11
M,0.03,55,11,39.74
M,0.03,56,11,48.12
M,0.03,57,11,58.25
M,0.03,58,11,69.25
M,0.03,59,11,81.35
M,0.03,60,11,90.41
M,0.03,61,11,101.41
M,0.03,62,11,126.22
M,0.03,63,11,163.65
M,0.03,64,11,249.39
M,0.03,65,11,130.62
F,0.04,20,11,4.64
F,0.04,21,11,4.64
F,0.04,22,11,4.64
F,0.04,23,11,4.64
F,0.04,24,11,4.64
F,0.04,25,11,4.64
F,0.04,26,11,4.64
F,0.04,27,11,4.65
F,0.04,28,11,4.65
F,0.04,29,11,4.66
F,0.04,30,11,4.66
F,0.04,31,11,4.67
F,0.04,32,11,4.71
F,0.04,33,11,4.76
F,0.04,34,11,4.80
F,0.04,35,11,5.01
F,0.04,36,11,5.47
F,0.04,37,11,5.81
F,0.04,38,11,6.23
F,0.04,39,11,6.76
F,0.04,40,11,7.39
F,0.04,41,11,8.16
F,0.04,42,11,8.51
F,0.04,43,11,8.74
F,0.04,44,11,10.01
F,0.04,45,11,10.52
F,0.04,46,11,11.76
F,0.04,47,11,12.17
F,0.04,48,11,12.73
F,0.04,49,11,15.48
F,0.04,50,11,16.37
F,0.04,51,11,17.42
F,0.04,52,11,18.56
F,0.04,53,11,19.86
F,0.04,54,11,20.82
F,0.04,55,11,24.62
F,0.04,56,11,27.86
F,0.04,57,11,35.15
F,0.04,58,11,43.53
F,0.04,59,11,59.84
F,0.04,60,11,70.67
F,0.04,61,11,83.91
F,0.04,62,11,104.44
F,0.04,63,11,128.94
F,0.04,64,11,179.93
F,0.04,65,11,90.11
F,0.03,20,11,4.57
F,0.03,21,11,4.57
F,0.03,22,11,4.57
F,0.03,23,11,4.57
F,0.03,24,11,4.57
F,0.03,25,11,4.57
F,0.03,26,11,4.57
F,0.03,27,11,4.58
F,0.03,28,11,4.58
F,0.03,29,11,4.59
F,0.03,30,11,4.59
F,0.03,31,11,4.60
F,0.03,32,11,4.64
F,0.03,33,11,4.67
